Customer Lifetime Value,Coverage,Gender,Income,Marital Status,Months Since Last Claim,Months Since Policy Inception,Number of Policies,Total Claim Amount,Vehicle Size,Number of Open Complaints,MPA(50-100),MPA(101-150),MPA(151-200),MPA(201-250)
5427.484591,Basic,F,74561,Married,0,23,5,234.393625,Medsize,1,1,0,0,0
8059.893671,Basic,M,72309,Single,3,51,2,244.727144,Medsize,0,1,0,0,0
2434.08581,Basic,M,0,Married,28,65,1,271.489602,Medsize,0,1,0,0,0
4999.34581,Basic,M,49414,Single,8,82,6,159.631303,Large,5,1,0,0,0
5459.216794,Basic,M,83208,Married,10,93,4,325.866271,Small,0,1,0,0,0
8217.427595,Basic,F,84815,Married,9,37,2,279.996658,Medsize,0,1,0,0,0
4766.367352,Basic,F,0,Single,3,36,9,656.959783,Medsize,0,1,0,0,0
2747.429661,Basic,F,83502,Married,25,36,1,368.963633,Medsize,0,1,0,0,0
8189.967712,Basic,M,72191,Married,19,48,2,209.387509,Medsize,0,1,0,0,0
4420.248983,Basic,F,0,Single,0,93,5,546.420009,Large,3,1,0,0,0
2694.599099,Basic,F,26744,Married,16,61,1,326.4,Large,0,1,0,0,0
19190.31894,Basic,F,39034,Married,10,55,2,466.446708,Small,0,1,0,0,0
5510.965059,Basic,F,99553,Married,14,85,6,111.586995,Medsize,0,1,0,0,0
7553.936525,Basic,M,38008,Divorced,12,40,2,321.789644,Medsize,4,1,0,0,0
16388.09542,Basic,F,0,Single,5,4,2,483.578159,Large,1,1,0,0,0
2649.207711,Basic,F,36283,Divorced,14,63,1,291.410965,Medsize,1,1,0,0,0
5424.256733,Basic,F,67414,Married,7,37,8,148.778455,Medsize,0,1,0,0,0
8111.651948,Basic,M,30622,Married,22,86,2,326.4,Small,0,1,0,0,0
2689.16845,Basic,F,26554,Married,18,86,1,391.687368,Small,1,1,0,0,0
2758.703811,Basic,F,44619,Married,35,45,1,283.668439,Medsize,0,1,0,0,0
16484.01644,Basic,F,91354,Married,30,26,2,361.646987,Medsize,0,1,0,0,0
2546.364668,Basic,F,0,Divorced,13,11,1,296.692076,Medsize,0,1,0,0,0
7583.189638,Basic,M,24133,Married,20,42,2,76.026046,Medsize,0,1,0,0,0
4760.941906,Basic,F,0,Single,9,1,6,489.6,Medsize,0,1,0,0,0
8145.985919,Basic,F,62534,Married,10,1,2,326.4,Medsize,0,1,0,0,0
5354.612433,Basic,M,29445,Married,0,31,9,334.015169,Medsize,0,1,0,0,0
5282.543094,Basic,M,38606,Single,16,99,3,413.288851,Medsize,0,1,0,0,0
7371.58568,Basic,F,0,Divorced,2,70,2,425.137341,Medsize,0,1,0,0,0
5396.311664,Basic,M,62039,Married,8,30,8,265.877583,Medsize,1,1,0,0,0
4827.77681,Basic,F,0,Single,29,91,6,326.4,Medsize,0,1,0,0,0
4811.740943,Basic,F,0,Single,34,37,6,619.07199,Small,0,1,0,0,0
5479.555081,Basic,M,56005,Married,31,30,3,326.4,Small,1,1,0,0,0
2693.530229,Basic,F,63684,Single,6,87,1,343.889585,Medsize,0,1,0,0,0
8139.525579,Basic,M,86876,Married,9,3,2,118.810361,Medsize,0,1,0,0,0
7494.087341,Basic,F,0,Married,6,25,2,326.4,Medsize,0,1,0,0,0
4784.416267,Basic,F,0,Single,16,81,6,326.4,Medsize,0,1,0,0,0
7806.137458,Basic,M,23706,Married,1,56,2,326.4,Medsize,1,1,0,0,0
8113.962284,Basic,F,41701,Married,16,74,2,64.646458,Medsize,0,1,0,0,0
2712.832687,Basic,M,39618,Married,0,55,1,326.4,Small,0,1,0,0,0
2717.781848,Basic,M,66463,Married,28,80,1,326.4,Small,0,1,0,0,0
2620.167098,Basic,M,31911,Single,13,65,1,245.893663,Medsize,0,1,0,0,0
5421.524497,Basic,F,25778,Divorced,29,34,3,20.141289,Large,0,1,0,0,0
16510.96722,Basic,F,31356,Married,25,13,2,326.4,Small,0,1,0,0,0
8029.715047,Basic,F,76081,Single,14,3,2,384.210821,Medsize,0,1,0,0,0
5383.670919,Basic,F,89092,Divorced,31,30,3,91.8198,Medsize,2,1,0,0,0
5539.349243,Basic,F,80727,Married,15,43,4,98.71658,Medsize,0,1,0,0,0
5388.023812,Basic,M,48895,Married,16,27,7,325.009146,Large,0,1,0,0,0
12564.06775,Basic,M,0,Married,15,52,2,326.4,Medsize,0,1,0,0,0
5079.830406,Basic,F,0,Married,6,95,5,326.4,Small,0,1,0,0,0
2736.944466,Basic,F,78889,Married,0,84,1,51.822348,Medsize,0,1,0,0,0
7091.740512,Basic,M,0,Single,13,52,2,489.6,Medsize,0,1,0,0,0
2524.646973,Basic,F,0,Married,11,81,1,386.977271,Small,3,1,0,0,0
2416.479564,Basic,M,0,Married,13,93,1,436.411688,Medsize,0,1,0,0,0
2698.010741,Basic,M,95399,Married,1,36,1,78.003781,Medsize,1,1,0,0,0
2609.877842,Basic,M,30825,Single,15,21,1,326.4,Small,0,1,0,0,0
2736.53263,Basic,M,39492,Married,12,9,1,326.4,Medsize,0,1,0,0,0
2448.859093,Basic,M,0,Single,35,52,1,489.6,Medsize,0,1,0,0,0
2642.932059,Basic,M,58729,Married,2,67,1,94.845076,Medsize,2,1,0,0,0
2311.118403,Basic,M,0,Single,0,45,1,489.6,Medsize,0,1,0,0,0
5479.555081,Basic,M,56005,Married,31,30,3,326.4,Small,1,1,0,0,0
13197.92893,Basic,F,0,Single,19,2,2,326.4,Large,3,1,0,0,0
5334.183231,Basic,M,72960,Single,11,17,5,143.535826,Medsize,1,1,0,0,0
2661.82351,Basic,M,29195,Divorced,2,46,1,448.181396,Small,0,1,0,0,0
5423.136755,Basic,F,85018,Married,22,54,6,62.837764,Large,3,1,0,0,0
14428.86926,Basic,F,0,Single,2,82,2,326.4,Small,0,1,0,0,0
7292.397562,Basic,M,0,Married,6,50,2,415.986454,Medsize,0,1,0,0,0
8018.503854,Basic,F,58843,Single,1,96,2,200.490816,Large,0,1,0,0,0
5450.573438,Basic,F,76389,Married,5,86,7,262.00129,Small,0,1,0,0,0
2719.260911,Basic,M,81799,Married,23,97,1,326.4,Small,0,1,0,0,0
7222.850848,Basic,F,0,Divorced,5,36,2,350.207614,Small,0,1,0,0,0
2731.39917,Basic,F,43386,Married,13,79,1,315.353519,Medsize,0,1,0,0,0
5391.775844,Basic,F,63633,Married,16,21,8,374.024077,Medsize,1,1,0,0,0
5290.666331,Basic,M,36791,Divorced,26,62,3,326.4,Medsize,0,1,0,0,0
5324.38786,Basic,F,31561,Divorced,8,62,7,326.4,Medsize,0,1,0,0,0
2748.800067,Basic,M,56900,Married,11,34,1,304.115627,Medsize,0,1,0,0,0
5049.118385,Basic,M,0,Married,35,65,7,457.169818,Medsize,0,1,0,0,0
2331.325089,Basic,M,27398,Single,4,39,1,326.4,Medsize,1,1,0,0,0
5503.440723,Basic,F,76839,Married,12,85,3,326.4,Medsize,0,1,0,0,0
4526.52638,Basic,F,0,Single,20,44,7,326.4,Medsize,1,1,0,0,0
2721.585434,Basic,F,43278,Married,10,10,1,326.4,Small,0,1,0,0,0
4890.1093,Basic,M,0,Divorced,21,59,7,689.282166,Small,0,1,0,0,0
5534.821886,Basic,F,81945,Single,19,45,9,47.451832,Small,0,1,0,0,0
4794.481412,Basic,M,20862,Divorced,1,69,9,326.4,Small,0,1,0,0,0
4744.967459,Basic,M,20698,Single,21,72,5,248.422693,Medsize,5,1,0,0,0
5505.687336,Basic,F,95766,Married,17,62,5,162.557048,Medsize,0,1,0,0,0
4874.0748,Basic,M,0,Single,10,36,7,609.323227,Medsize,0,1,0,0,0
2752.65503,Basic,F,81280,Married,6,47,1,308.349562,Medsize,0,1,0,0,0
4566.123651,Basic,M,0,Single,19,53,3,326.4,Medsize,0,1,0,0,0
7927.182997,Basic,M,32555,Married,32,72,2,86.912677,Medsize,0,1,0,0,0
2317.282049,Basic,F,0,Single,10,81,1,489.6,Medsize,0,1,0,0,0
5357.260833,Basic,M,39604,Married,2,21,8,63.127223,Medsize,0,1,0,0,0
7452.543017,Basic,M,0,Married,14,46,2,489.6,Medsize,0,1,0,0,0
24442.29656,Basic,M,36261,Married,3,71,2,16.800832,Large,0,1,0,0,0
5418.463878,Basic,F,43054,Married,5,41,4,326.4,Large,0,1,0,0,0
2679.686625,Basic,M,84450,Single,18,12,1,291.257059,Medsize,0,1,0,0,0
6944.739992,Basic,M,0,Single,24,31,2,489.6,Medsize,0,1,0,0,0
5261.419836,Basic,M,38466,Single,18,5,8,204.685796,Medsize,0,1,0,0,0
2688.878609,Basic,M,50719,Single,10,28,1,394.248334,Medsize,0,1,0,0,0
5320.343098,Basic,M,77524,Married,12,95,6,64.799325,Small,3,1,0,0,0
10932.21496,Basic,F,72462,Married,8,70,2,272.737308,Medsize,0,1,0,0,0
6990.691643,Basic,F,0,Single,24,2,2,326.4,Large,0,1,0,0,0
7540.390159,Basic,F,0,Single,24,42,2,519.757811,Small,0,1,0,0,0
17817.46464,Basic,F,0,Married,4,71,2,256.916302,Medsize,0,1,0,0,0
7699.632103,Basic,M,23577,Married,1,67,2,91.815153,Medsize,0,1,0,0,0
8112.323843,Basic,M,87403,Divorced,1,63,2,456.290338,Medsize,0,1,0,0,0
7868.0982,Basic,F,24887,Single,33,6,2,326.4,Medsize,0,1,0,0,0
2675.029491,Basic,F,55479,Single,5,7,1,117.964245,Medsize,1,1,0,0,0
8085.448545,Basic,M,61409,Married,30,80,2,264.040157,Medsize,0,1,0,0,0
4637.544647,Basic,M,0,Divorced,18,81,3,352.130674,Medsize,0,1,0,0,0
2744.73543,Basic,F,35159,Married,0,73,1,150.501033,Large,0,1,0,0,0
5360.557066,Basic,M,24254,Married,11,84,5,326.4,Medsize,0,1,0,0,0
5431.213625,Basic,M,57125,Divorced,13,99,3,326.4,Small,0,1,0,0,0
5204.64616,Basic,F,29406,Married,33,79,6,326.4,Medsize,0,1,0,0,0
2473.368225,Basic,M,13449,Single,28,13,1,326.4,Large,0,1,0,0,0
5037.953998,Basic,M,0,Married,28,23,9,326.4,Medsize,1,1,0,0,0
5483.89085,Basic,M,87777,Single,16,1,7,257.708912,Medsize,0,1,0,0,0
5479.555081,Basic,M,56005,Married,31,30,3,326.4,Small,1,1,0,0,0
4471.747876,Basic,M,0,Single,35,98,9,489.6,Medsize,2,1,0,0,0
2701.039719,Basic,F,39141,Married,22,7,1,402.456296,Small,0,1,0,0,0
2671.166649,Basic,F,23305,Married,25,26,1,127.157137,Medsize,0,1,0,0,0
7948.544751,Basic,M,23916,Married,33,86,2,481.113765,Medsize,0,1,0,0,0
10129.50677,Basic,F,0,Married,34,31,2,326.4,Medsize,0,1,0,0,0
2750.878284,Basic,M,93102,Married,24,2,1,578.945761,Small,0,1,0,0,0
8130.651447,Basic,M,61036,Married,2,75,2,413.25233,Medsize,0,1,0,0,0
5519.513075,Basic,F,70914,Married,15,82,3,77.695518,Medsize,0,1,0,0,0
8080.948098,Basic,M,85210,Single,34,9,2,32.714226,Medsize,0,1,0,0,0
4704.176131,Basic,M,0,Married,10,48,3,326.4,Medsize,1,1,0,0,0
5379.482798,Basic,F,24702,Married,13,63,8,214.91451,Large,0,1,0,0,0
2708.019336,Basic,M,53807,Divorced,25,69,1,63.760358,Medsize,0,1,0,0,0
5556.282281,Basic,F,97424,Married,25,13,5,230.436256,Medsize,0,1,0,0,0
5382.761801,Basic,F,74888,Married,19,36,7,335.936021,Small,3,1,0,0,0
2670.63599,Basic,M,52572,Single,16,73,1,379.281455,Medsize,0,1,0,0,0
4785.909313,Basic,M,0,Divorced,16,12,7,199.23876,Medsize,0,1,0,0,0
4665.245047,Basic,F,0,Single,16,35,3,326.4,Medsize,1,1,0,0,0
2537.667511,Basic,M,0,Married,32,28,1,326.4,Medsize,0,1,0,0,0
4737.411455,Basic,F,0,Single,2,26,3,326.4,Small,0,1,0,0,0
4873.672682,Basic,F,0,Single,3,5,5,356.08323,Medsize,0,1,0,0,0
5479.555081,Basic,M,56005,Married,31,30,3,326.4,Small,1,1,0,0,0
2763.519279,Basic,F,56274,Married,32,5,1,384.811147,Medsize,0,1,0,0,0
8256.2978,Basic,F,62902,Married,14,94,2,159.383042,Medsize,0,1,0,0,0
7983.431709,Basic,F,36014,Married,4,40,2,173.956072,Medsize,3,1,0,0,0
2683.470677,Basic,F,48269,Married,3,79,1,282.151207,Medsize,3,1,0,0,0
7838.068321,Basic,F,0,Married,9,12,2,2.704934,Medsize,0,1,0,0,0
6968.3419,Basic,F,0,Single,33,61,2,496.8,Small,1,1,0,0,0
2383.731879,Basic,F,0,Single,5,40,1,496.8,Small,0,1,0,0,0
2799.74791,Basic,F,65351,Married,4,54,1,481.027516,Medsize,0,1,0,0,0
5473.15987,Basic,M,93870,Divorced,1,96,8,331.2,Medsize,0,1,0,0,0
4376.083958,Basic,M,0,Married,21,70,3,331.2,Medsize,4,1,0,0,0
2725.356404,Basic,F,36650,Married,2,70,1,56.60333,Large,1,1,0,0,0
2537.744494,Basic,F,0,Married,9,89,1,331.2,Large,0,1,0,0,0
5509.895664,Basic,M,78879,Married,9,67,4,466.570791,Small,1,1,0,0,0
16313.68349,Basic,M,0,Single,21,86,2,331.2,Medsize,0,1,0,0,0
2453.570794,Basic,M,29735,Single,3,92,1,331.2,Medsize,0,1,0,0,0
5553.295758,Basic,M,68197,Married,1,81,3,176.819414,Medsize,0,1,0,0,0
5548.031892,Basic,M,67798,Divorced,1,78,9,331.2,Medsize,0,1,0,0,0
5595.835041,Basic,F,79189,Married,6,97,4,331.2,Medsize,0,1,0,0,0
5426.863953,Basic,M,23105,Married,15,21,3,331.2,Small,0,1,0,0,0
5050.826183,Basic,M,0,Married,16,45,6,72.852047,Medsize,0,1,0,0,0
2725.356404,Basic,F,36650,Married,2,70,1,56.60333,Large,1,1,0,0,0
2730.20294,Basic,M,46135,Married,12,68,1,103.935601,Medsize,0,1,0,0,0
5548.031892,Basic,M,67798,Divorced,1,78,9,331.2,Medsize,0,1,0,0,0
5600.496541,Basic,F,68665,Married,33,67,7,331.2,Small,0,1,0,0,0
7281.44014,Basic,F,0,Married,28,28,2,371.803029,Medsize,3,1,0,0,0
8293.481886,Basic,F,70258,Divorced,20,65,2,225.145949,Medsize,0,1,0,0,0
2725.356404,Basic,F,36650,Married,2,70,1,56.60333,Large,1,1,0,0,0
5170.025981,Basic,F,0,Married,27,48,9,331.2,Small,0,1,0,0,0
2790.682957,Basic,F,53882,Married,14,33,1,331.2,Medsize,0,1,0,0,0
2745.129849,Basic,M,91757,Married,29,58,1,331.2,Medsize,1,1,0,0,0
5391.970996,Basic,F,41662,Divorced,27,73,6,217.973168,Medsize,0,1,0,0,0
8159.136579,Basic,F,40589,Divorced,23,68,2,331.2,Medsize,0,1,0,0,0
2744.519593,Basic,M,94648,Divorced,19,64,1,331.2,Medsize,0,1,0,0,0
5220.280968,Basic,F,0,Married,23,13,7,331.2,Small,0,1,0,0,0
24723.18311,Basic,F,44685,Married,1,41,2,331.2,Medsize,0,1,0,0,0
2504.444752,Basic,M,0,Single,23,15,1,496.8,Medsize,0,1,0,0,0
2517.533581,Basic,F,0,Married,2,71,1,42.096415,Medsize,0,1,0,0,0
2712.915597,Basic,F,58508,Single,32,11,1,57.614392,Medsize,0,1,0,0,0
5239.890913,Basic,M,27978,Single,3,21,7,447.911255,Medsize,1,1,0,0,0
21404.35885,Basic,F,0,Single,35,79,2,496.8,Medsize,0,1,0,0,0
2758.498582,Basic,M,65794,Married,10,14,1,277.27294,Medsize,1,1,0,0,0
2759.978287,Basic,M,92296,Married,4,65,1,331.2,Medsize,0,1,0,0,0
2633.011837,Basic,F,21861,Married,3,11,1,348.278032,Medsize,0,1,0,0,0
4911.773088,Basic,F,0,Single,26,33,9,496.8,Medsize,0,1,0,0,0
2593.398672,Basic,F,0,Married,29,35,1,331.2,Medsize,0,1,0,0,0
5510.107444,Basic,M,61401,Married,8,77,3,144.439335,Medsize,0,1,0,0,0
7250.029606,Basic,M,0,Single,17,10,2,496.8,Medsize,0,1,0,0,0
5532.629846,Basic,M,27722,Divorced,3,29,9,331.2,Medsize,0,1,0,0,0
2345.084479,Basic,M,0,Single,1,56,1,331.2,Medsize,0,1,0,0,0
2674.730716,Basic,M,56342,Single,12,89,1,331.2,Small,0,1,0,0,0
8068.623946,Basic,F,51584,Divorced,11,98,2,368.919773,Small,2,1,0,0,0
2772.441318,Basic,F,79663,Divorced,14,39,1,263.957201,Medsize,0,1,0,0,0
5479.854218,Basic,M,38210,Married,25,41,3,383.043363,Medsize,0,1,0,0,0
8319.123035,Basic,F,49734,Married,3,41,2,154.748539,Medsize,0,1,0,0,0
6852.001946,Basic,M,0,Single,7,45,2,406.999443,Medsize,1,1,0,0,0
7457.468107,Basic,F,0,Single,15,73,2,678.209827,Small,0,1,0,0,0
5484.588155,Basic,M,47611,Married,17,65,4,593.654484,Small,0,1,0,0,0
8272.485353,Basic,M,91245,Divorced,16,50,2,19.251693,Small,0,1,0,0,0
5562.456386,Basic,F,59649,Married,33,71,8,167.738267,Medsize,1,1,0,0,0
2742.844251,Basic,F,64519,Married,6,29,1,331.2,Medsize,1,1,0,0,0
7556.507482,Basic,F,0,Single,5,64,2,496.8,Medsize,0,1,0,0,0
7787.431684,Basic,M,24664,Married,12,15,2,496.8,Medsize,0,1,0,0,0
2453.570794,Basic,M,29735,Single,3,92,1,331.2,Medsize,0,1,0,0,0
5469.542959,Basic,M,67099,Married,11,24,6,22.995594,Medsize,0,1,0,0,0
2778.323903,Basic,F,66030,Married,33,19,1,282.153792,Medsize,1,1,0,0,0
2808.606027,Basic,F,83497,Married,28,15,1,196.523187,Medsize,0,1,0,0,0
5201.252168,Basic,M,0,Married,1,79,4,331.2,Medsize,0,1,0,0,0
5437.443727,Basic,M,28343,Married,19,88,8,331.2,Medsize,0,1,0,0,0
2745.249838,Basic,F,45191,Married,18,34,1,330.782934,Large,0,1,0,0,0
5339.488286,Basic,F,67796,Married,7,24,8,331.2,Medsize,4,1,0,0,0
5227.230377,Basic,F,11896,Married,29,57,5,476.254583,Small,0,1,0,0,0
5297.625945,Basic,M,14775,Married,11,44,5,170.939409,Medsize,0,1,0,0,0
5532.753182,Basic,M,91212,Married,9,92,6,270.311239,Medsize,0,1,0,0,0
7955.442668,Basic,F,0,Married,11,5,2,331.2,Small,0,1,0,0,0
19688.31898,Basic,F,83879,Married,3,66,2,212.148485,Medsize,0,1,0,0,0
5480.070226,Basic,M,59311,Divorced,8,38,9,14.812808,Medsize,0,1,0,0,0
2563.863345,Basic,F,0,Married,13,74,1,97.691104,Medsize,0,1,0,0,0
8334.317162,Basic,F,49851,Divorced,27,85,2,331.2,Small,1,1,0,0,0
5348.071007,Basic,M,25545,Married,19,49,9,331.2,Medsize,0,1,0,0,0
7587.337272,Basic,M,0,Married,17,60,2,460.741097,Medsize,0,1,0,0,0
2682.423898,Basic,F,24823,Married,23,66,1,229.279059,Medsize,0,1,0,0,0
4847.24253,Basic,M,0,Single,0,32,7,599.152722,Small,0,1,0,0,0
2276.392936,Basic,M,0,Single,34,13,1,624.980751,Small,1,1,0,0,0
5461.548993,Basic,F,39626,Married,23,0,3,485.705851,Large,0,1,0,0,0
5580.818466,Basic,F,57883,Married,4,0,9,431.847824,Small,0,1,0,0,0
4692.098956,Basic,M,0,Single,31,89,5,506.92275,Large,0,1,0,0,0
2497.531509,Basic,M,0,Married,5,74,1,272.381465,Medsize,0,1,0,0,0
2627.76229,Basic,F,20943,Married,0,86,1,240.00056,Medsize,0,1,0,0,0
5335.375586,Basic,F,91603,Single,4,92,3,472.67262,Small,2,1,0,0,0
2452.360892,Basic,F,0,Single,13,75,1,496.8,Medsize,0,1,0,0,0
2780.729047,Basic,F,94943,Married,3,22,1,387.545055,Medsize,0,1,0,0,0
4803.935174,Basic,M,0,Single,31,25,7,496.8,Small,0,1,0,0,0
12807.09083,Basic,F,0,Married,32,21,2,450.760925,Small,0,1,0,0,0
10796.44832,Basic,F,30761,Divorced,16,16,2,331.2,Small,2,1,0,0,0
5575.751228,Basic,M,91416,Married,4,39,5,109.904496,Medsize,0,1,0,0,0
2616.409509,Basic,M,22000,Married,27,36,1,383.224514,Medsize,0,1,0,0,0
5205.751205,Basic,F,25237,Divorced,23,52,9,378.345883,Medsize,0,1,0,0,0
5450.394878,Basic,M,43091,Married,2,36,6,330.138332,Medsize,1,1,0,0,0
2734.514945,Basic,M,92157,Single,19,33,1,270.381385,Medsize,0,1,0,0,0
16938.29858,Basic,F,0,Single,24,99,2,340.780156,Medsize,0,1,0,0,0
5534.576395,Basic,F,71560,Married,14,46,5,178.700204,Medsize,0,1,0,0,0
4813.284447,Basic,M,0,Single,30,44,3,472.611522,Medsize,0,1,0,0,0
8090.884414,Basic,M,86180,Divorced,11,43,2,48.051339,Large,4,1,0,0,0
5173.485319,Basic,F,0,Married,30,69,9,331.2,Medsize,0,1,0,0,0
2631.87754,Basic,F,16976,Married,23,54,1,238.952528,Medsize,0,1,0,0,0
4836.054291,Basic,F,0,Single,12,89,8,632.081402,Small,0,1,0,0,0
8060.161694,Basic,M,23671,Divorced,32,45,2,331.2,Medsize,0,1,0,0,0
5531.627731,Basic,M,50648,Married,27,50,9,331.2,Medsize,1,1,0,0,0
2779.85389,Basic,F,38893,Single,12,60,1,279.960213,Medsize,0,1,0,0,0
2732.613084,Basic,M,42968,Married,15,85,1,331.2,Medsize,0,1,0,0,0
4897.041423,Basic,M,24383,Single,4,78,4,331.2,Medsize,2,1,0,0,0
2725.356404,Basic,F,36650,Married,2,70,1,56.60333,Large,1,1,0,0,0
2751.365822,Basic,F,42585,Married,16,44,1,288.295744,Medsize,0,1,0,0,0
5564.735366,Basic,M,49833,Married,5,74,7,331.2,Small,0,1,0,0,0
5551.394979,Basic,F,56872,Married,20,99,9,192.879457,Medsize,0,1,0,0,0
2728.03759,Basic,M,44025,Single,0,75,1,331.2,Medsize,0,1,0,0,0
2759.978287,Basic,M,92296,Married,4,65,1,331.2,Medsize,0,1,0,0,0
7903.993374,Basic,F,35406,Divorced,13,15,2,67.504452,Small,4,1,0,0,0
5593.434009,Basic,F,96406,Married,16,64,8,331.2,Medsize,0,1,0,0,0
2698.355517,Basic,M,88867,Single,6,2,1,331.2,Medsize,1,1,0,0,0
2432.169223,Basic,F,0,Single,2,50,1,764.201478,Medsize,0,1,0,0,0
5443.761524,Basic,F,41449,Married,16,96,3,331.2,Medsize,1,1,0,0,0
8256.2978,Basic,F,62902,Married,14,94,2,159.383042,Medsize,0,1,0,0,0
5548.031892,Basic,M,67798,Divorced,1,78,9,331.2,Medsize,0,1,0,0,0
5522.769962,Basic,M,46971,Married,26,21,3,120.109061,Large,0,1,0,0,0
2356.702311,Basic,M,0,Single,22,11,1,496.8,Small,0,1,0,0,0
4692.660787,Basic,M,0,Single,24,23,8,549.271947,Medsize,0,1,0,0,0
4502.667305,Basic,M,0,Single,28,29,3,496.8,Medsize,2,1,0,0,0
7931.722181,Basic,F,23769,Divorced,18,14,2,470.097411,Medsize,0,1,0,0,0
10369.3874,Basic,F,0,Married,35,50,2,454.3585,Small,0,1,0,0,0
5577.237773,Basic,M,77265,Married,25,10,3,170.689399,Medsize,0,1,0,0,0
5454.587929,Basic,M,66334,Single,25,25,4,331.2,Medsize,0,1,0,0,0
8256.2978,Basic,F,62902,Married,14,94,2,159.383042,Medsize,0,1,0,0,0
15984.52739,Basic,M,0,Single,19,74,2,331.2,Small,0,1,0,0,0
5009.595291,Basic,F,0,Single,20,95,4,496.8,Medsize,0,1,0,0,0
2759.978287,Basic,M,92296,Married,4,65,1,331.2,Medsize,0,1,0,0,0
6656.709233,Basic,M,0,Single,23,32,2,496.8,Small,1,1,0,0,0
5573.10605,Basic,M,85704,Married,21,84,7,325.395532,Small,0,1,0,0,0
2522.256441,Basic,F,0,Married,18,64,1,470.275242,Small,1,1,0,0,0
2647.519741,Basic,M,37876,Single,13,15,1,300.056383,Medsize,0,1,0,0,0
5507.155471,Basic,M,74960,Single,11,44,3,107.985836,Medsize,1,1,0,0,0
2674.730716,Basic,M,56342,Single,12,89,1,331.2,Small,0,1,0,0,0
2799.470318,Basic,M,78127,Married,5,6,1,136.172569,Medsize,0,1,0,0,0
2759.978287,Basic,M,92296,Married,4,65,1,331.2,Medsize,0,1,0,0,0
2514.428561,Basic,F,23504,Single,19,56,1,374.399828,Small,0,1,0,0,0
5525.836623,Basic,M,73435,Married,9,25,4,331.2,Small,0,1,0,0,0
8256.2978,Basic,F,62902,Married,14,94,2,159.383042,Medsize,0,1,0,0,0
5470.181751,Basic,M,24910,Married,12,79,3,746.107437,Medsize,0,1,0,0,0
2462.859762,Basic,F,0,Divorced,9,68,1,427.25055,Small,0,1,0,0,0
2674.730716,Basic,M,56342,Single,12,89,1,331.2,Small,0,1,0,0,0
5171.272924,Basic,F,0,Married,13,90,3,344.469652,Medsize,0,1,0,0,0
6869.185344,Basic,F,0,Single,18,71,2,331.2,Medsize,2,1,0,0,0
2777.341885,Basic,F,65431,Married,7,90,1,331.2,Medsize,0,1,0,0,0
5525.470004,Basic,F,64816,Married,30,33,7,331.2,Small,0,1,0,0,0
24967.75842,Basic,M,66825,Married,11,47,2,70.031111,Medsize,0,1,0,0,0
5568.984683,Basic,M,53997,Married,26,3,3,345.158393,Medsize,0,1,0,0,0
2448.646138,Basic,M,0,Married,7,68,1,331.2,Medsize,0,1,0,0,0
2309.596399,Basic,M,22567,Single,6,12,1,496.8,Large,0,1,0,0,0
2759.978287,Basic,M,92296,Married,4,65,1,331.2,Medsize,0,1,0,0,0
3341.6835,Basic,M,0,Single,9,72,3,331.2,Large,5,1,0,0,0
2759.618207,Basic,M,64388,Married,12,51,1,331.2,Small,0,1,0,0,0
2647.519741,Basic,M,37876,Single,13,15,1,300.056383,Medsize,0,1,0,0,0
4481.387593,Basic,M,0,Single,1,25,4,232.183503,Medsize,0,1,0,0,0
19644.76296,Basic,F,67326,Married,17,32,2,331.2,Medsize,0,1,0,0,0
2674.730716,Basic,M,56342,Single,12,89,1,331.2,Small,0,1,0,0,0
8232.760182,Basic,M,56021,Married,20,38,2,279.51121,Medsize,0,1,0,0,0
5390.27165,Basic,M,70705,Married,31,61,6,272.024652,Medsize,2,1,0,0,0
2658.217729,Basic,F,22724,Single,21,39,1,9.424668,Medsize,0,1,0,0,0
4713.404623,Basic,M,0,Single,7,90,8,806.534801,Medsize,0,1,0,0,0
8114.409136,Basic,M,30595,Married,22,36,2,446.08476,Medsize,0,1,0,0,0
5586.893159,Basic,F,94161,Married,0,65,4,108.989737,Medsize,0,1,0,0,0
7286.155383,Basic,F,0,Single,4,83,2,669.716478,Small,1,1,0,0,0
7589.634,Basic,M,0,Married,30,97,2,331.2,Small,0,1,0,0,0
4922.165949,Basic,F,0,Single,2,76,3,331.2,Medsize,0,1,0,0,0
7377.231238,Basic,M,0,Married,16,42,2,331.2,Medsize,0,1,0,0,0
5550.149947,Basic,M,62219,Married,7,73,4,243.238784,Small,0,1,0,0,0
2748.851081,Basic,M,32437,Married,4,73,1,473.361602,Medsize,0,1,0,0,0
4861.493017,Basic,M,12153,Single,23,9,8,438.155584,Large,1,1,0,0,0
5431.371279,Basic,M,49345,Married,10,12,7,251.075981,Medsize,0,1,0,0,0
20579.69157,Basic,M,0,Single,5,26,2,566.673518,Medsize,0,1,0,0,0
8237.376444,Basic,M,70882,Married,20,50,2,124.380223,Medsize,0,1,0,0,0
24249.33685,Basic,F,33651,Married,21,37,2,328.65413,Medsize,1,1,0,0,0
2725.356404,Basic,F,36650,Married,2,70,1,56.60333,Large,1,1,0,0,0
2648.471057,Basic,F,26540,Married,15,4,1,378.432035,Medsize,0,1,0,0,0
2442.212317,Basic,F,0,Single,7,10,1,331.2,Large,0,1,0,0,0
